Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
REF**,QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm,QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm,121.7042,-72.7836,0,top
